"","Genus","Species","Count"
"6257","Gingidia","labradorica",0
"6258","Glandora","labradorica",0
"6259","Globularia","labradorica",0
"6260","Glycine","labradorica",0
"6261","Gossypium","labradorica",0
"6262","Helianthemum","labradorica",0
"6263","Helleborus","labradorica",0
"6264","Heritiera","labradorica",0
"6265","Hieracium","labradorica",0
"6266","Hippocrepis","labradorica",0
"6267","Holcus","labradorica",0
"6268","Horkeliella","labradorica",0
"6269","Hypericum","labradorica",0
"6270","Hypochaeris","labradorica",0
"6271","Iberis","labradorica",0
"6272","Ilex","labradorica",0
"6273","Jasione","labradorica",0
"6274","Juglans","labradorica",0
"6275","Lamium","labradorica",0
"6276","Lathraea","labradorica",0
"6277","Lathyrus","labradorica",0
"6278","Leontodon","labradorica",0
"6279","Leptospermum","labradorica",0
"6280","Leucanthemum","labradorica",0
"6281","Linaria","labradorica",0
"6282","Linum","labradorica",0
"6283","Liriodendron","labradorica",0
"6284","Lithodora","labradorica",0
"6285","Lolium","labradorica",0
"6286","Lotus","labradorica",0
"6287","Macadamia","labradorica",0
"6288","Megalachne","labradorica",0
"6289","Melampyrum","labradorica",0
"6290","Molinia","labradorica",0
"6291","Morus","labradorica",0
"6292","Muehlenbeckia","labradorica",0
"6293","Musa","labradorica",0
"6294","Myosotis","labradorica",0
"6295","Narcissus","labradorica",0
"6296","Nuttallanthus","labradorica",0
"6297","Olearia","labradorica",0
"6298","Oxalis","labradorica",0
"6299","Ozothamnus","labradorica",0
"6300","Packera","labradorica",0
"6301","Paederota","labradorica",0
"6302","Parietaria","labradorica",0
"6303","Pedicularis","labradorica",0
"6304","Petroselinum","labradorica",0
"6305","Picnomon","labradorica",0
"6306","Pilosella","labradorica",0
"6307","Pimelea","labradorica",0
"6308","Pinguicula","labradorica",0
"6309","Plantago","labradorica",0
"6310","Platanus","labradorica",0
"6311","Pleurophyllum","labradorica",0
"6312","Pleuropterus","labradorica",0
"6313","Poa","labradorica",0
"6314","Polygala","labradorica",0
"6315","Potentilla","labradorica",0
"6316","Primula","labradorica",0
"6317","Pritzelago","labradorica",0
"6318","Prunella","labradorica",0
"6319","Prunus","labradorica",0
"6320","Pseudopanax","labradorica",0
"6321","Pulmonaria","labradorica",0
"6322","Quercus","labradorica",0
"6323","Ranunculus","labradorica",0
"6324","Raphanus","labradorica",0
"6325","Rhinanthus","labradorica",0
"6326","Robinia","labradorica",0
"6327","Rosa","labradorica",0
"6328","Rubus","labradorica",0
"6329","Salix","labradorica",0
"6330","Sambucus","labradorica",0
"6331","Schinus","labradorica",0
"6332","Scrophularia","labradorica",0
"6333","Secale","labradorica",0
"6334","Sideritis","labradorica",0
"6335","Silybum","labradorica",0
"6336","Sisymbrium","labradorica",0
"6337","Smithiantha","labradorica",0
"6338","Solanum","labradorica",0
"6339","Spartina","labradorica",0
"6340","Spondias","labradorica",0
"6341","Stellaria","labradorica",0
"6342","Styphelia","labradorica",0
"6343","Symphytum","labradorica",0
"6344","Taraxacum","labradorica",0
"6345","Teucrium","labradorica",0
"6346","Thymus","labradorica",0
"6347","Tornabenea","labradorica",0
"6348","Tragopogon","labradorica",0
"6349","Trifolium","labradorica",0
"6350","Tripleurospermum","labradorica",0
"6351","Triticum","labradorica",0
"6352","Ulex","labradorica",0
"6353","Urtica","labradorica",0
"6354","Vaccinium","labradorica",0
"6355","Veronica","labradorica",0
"6356","Vicia","labradorica",0
"6358","Abelmoschus","leiocarpa/tachibana/tangerina",0
"6359","Achillea","leiocarpa/tachibana/tangerina",0
"6360","Aciphylla","leiocarpa/tachibana/tangerina",0
"6361","Aconitum","leiocarpa/tachibana/tangerina",0
"6362","Actinidia","leiocarpa/tachibana/tangerina",0
"6363","Adolphia","leiocarpa/tachibana/tangerina",0
"6364","Aegilops","leiocarpa/tachibana/tangerina",0
"6365","Agrostis","leiocarpa/tachibana/tangerina",0
"6366","Ajuga","leiocarpa/tachibana/tangerina",0
"6367","Allium","leiocarpa/tachibana/tangerina",0
"6368","Alnus","leiocarpa/tachibana/tangerina",0
"6369","Anagallis","leiocarpa/tachibana/tangerina",0
"6370","Anaphalioides","leiocarpa/tachibana/tangerina",0
"6371","Anemone","leiocarpa/tachibana/tangerina",0
"6372","Anthoxanthum","leiocarpa/tachibana/tangerina",0
"6373","Anthyllis","leiocarpa/tachibana/tangerina",0
"6374","Arabis","leiocarpa/tachibana/tangerina",0
"6375","Arenaria","leiocarpa/tachibana/tangerina",0
"6376","Arrhenatherum","leiocarpa/tachibana/tangerina",0
"6377","Asparagus","leiocarpa/tachibana/tangerina",0
"6378","Bellis","leiocarpa/tachibana/tangerina",0
"6379","Betula","leiocarpa/tachibana/tangerina",0
"6380","Brachypodium","leiocarpa/tachibana/tangerina",0
"6381","Brandisia","leiocarpa/tachibana/tangerina",0
"6382","Brassica","leiocarpa/tachibana/tangerina",0
"6383","Caltha","leiocarpa/tachibana/tangerina",0
"6384","Cardamine","leiocarpa/tachibana/tangerina",0
"6385","Carduus","leiocarpa/tachibana/tangerina",0
"6386","Carex","leiocarpa/tachibana/tangerina",0
"6387","Castanea","leiocarpa/tachibana/tangerina",0
"6388","Chaerophyllum","leiocarpa/tachibana/tangerina",0
"6389","Chrysosplenium","leiocarpa/tachibana/tangerina",0
"6390","Cicer","leiocarpa/tachibana/tangerina",0
"6391","Cirsium","leiocarpa/tachibana/tangerina",0
"6393","Clematis","leiocarpa/tachibana/tangerina",0
"6394","Clinopodium","leiocarpa/tachibana/tangerina",0
"6395","Colocasia","leiocarpa/tachibana/tangerina",0
"6396","Conium","leiocarpa/tachibana/tangerina",0
"6397","Coptidium","leiocarpa/tachibana/tangerina",0
"6398","Crataegus","leiocarpa/tachibana/tangerina",0
"6399","Crepis","leiocarpa/tachibana/tangerina",0
"6400","Cucumis","leiocarpa/tachibana/tangerina",0
"6401","Daboecia","leiocarpa/tachibana/tangerina",0
"6402","Dactylis","leiocarpa/tachibana/tangerina",0
"6403","Digitalis","leiocarpa/tachibana/tangerina",0
"6404","Dioscorea","leiocarpa/tachibana/tangerina",0
"6405","Dracophyllum","leiocarpa/tachibana/tangerina",0
"6406","Echium","leiocarpa/tachibana/tangerina",0
"6407","Erica","leiocarpa/tachibana/tangerina",0
"6408","Erucastrum","leiocarpa/tachibana/tangerina",0
"6409","Eryngium","leiocarpa/tachibana/tangerina",0
"6410","Erysimum","leiocarpa/tachibana/tangerina",0
"6411","Erythronium","leiocarpa/tachibana/tangerina",0
"6412","Eucalyptus","leiocarpa/tachibana/tangerina",0
"6413","Fagus","leiocarpa/tachibana/tangerina",0
"6414","Festuca","leiocarpa/tachibana/tangerina",0
"6415","Fuscospora","leiocarpa/tachibana/tangerina",0
"6416","Gaylussacia","leiocarpa/tachibana/tangerina",0
"6417","Genista","leiocarpa/tachibana/tangerina",0
"6418","Gentiana","leiocarpa/tachibana/tangerina",0
"6419","Geranium","leiocarpa/tachibana/tangerina",0
"6420","Gingidia","leiocarpa/tachibana/tangerina",0
"6421","Glandora","leiocarpa/tachibana/tangerina",0
"6422","Globularia","leiocarpa/tachibana/tangerina",0
"6423","Glycine","leiocarpa/tachibana/tangerina",0
"6424","Gossypium","leiocarpa/tachibana/tangerina",0
"6425","Helianthemum","leiocarpa/tachibana/tangerina",0
"6426","Helleborus","leiocarpa/tachibana/tangerina",0
"6427","Heritiera","leiocarpa/tachibana/tangerina",0
"6428","Hieracium","leiocarpa/tachibana/tangerina",0
"6429","Hippocrepis","leiocarpa/tachibana/tangerina",0
"6430","Holcus","leiocarpa/tachibana/tangerina",0
"6431","Horkeliella","leiocarpa/tachibana/tangerina",0
"6432","Hypericum","leiocarpa/tachibana/tangerina",0
"6433","Hypochaeris","leiocarpa/tachibana/tangerina",0
"6434","Iberis","leiocarpa/tachibana/tangerina",0
"6435","Ilex","leiocarpa/tachibana/tangerina",0
"6436","Jasione","leiocarpa/tachibana/tangerina",0
"6437","Juglans","leiocarpa/tachibana/tangerina",0
"6438","Lamium","leiocarpa/tachibana/tangerina",0
"6439","Lathraea","leiocarpa/tachibana/tangerina",0
"6440","Lathyrus","leiocarpa/tachibana/tangerina",0
"6441","Leontodon","leiocarpa/tachibana/tangerina",0
"6442","Leptospermum","leiocarpa/tachibana/tangerina",0
"6443","Leucanthemum","leiocarpa/tachibana/tangerina",0
"6444","Linaria","leiocarpa/tachibana/tangerina",0
"6445","Linum","leiocarpa/tachibana/tangerina",0
"6446","Liriodendron","leiocarpa/tachibana/tangerina",0
"6447","Lithodora","leiocarpa/tachibana/tangerina",0
"6448","Lolium","leiocarpa/tachibana/tangerina",0
"6449","Lotus","leiocarpa/tachibana/tangerina",0
"6450","Macadamia","leiocarpa/tachibana/tangerina",0
"6451","Megalachne","leiocarpa/tachibana/tangerina",0
"6452","Melampyrum","leiocarpa/tachibana/tangerina",0
"6453","Molinia","leiocarpa/tachibana/tangerina",0
"6454","Morus","leiocarpa/tachibana/tangerina",0
"6455","Muehlenbeckia","leiocarpa/tachibana/tangerina",0
"6456","Musa","leiocarpa/tachibana/tangerina",0
"6457","Myosotis","leiocarpa/tachibana/tangerina",0
"6458","Narcissus","leiocarpa/tachibana/tangerina",0
"6459","Nuttallanthus","leiocarpa/tachibana/tangerina",0
"6460","Olearia","leiocarpa/tachibana/tangerina",0
"6461","Oxalis","leiocarpa/tachibana/tangerina",0
"6462","Ozothamnus","leiocarpa/tachibana/tangerina",0
"6463","Packera","leiocarpa/tachibana/tangerina",0
"6464","Paederota","leiocarpa/tachibana/tangerina",0
"6465","Parietaria","leiocarpa/tachibana/tangerina",0
"6466","Pedicularis","leiocarpa/tachibana/tangerina",0
"6467","Petroselinum","leiocarpa/tachibana/tangerina",0
"6468","Picnomon","leiocarpa/tachibana/tangerina",0
"6469","Pilosella","leiocarpa/tachibana/tangerina",0
"6470","Pimelea","leiocarpa/tachibana/tangerina",0
"6471","Pinguicula","leiocarpa/tachibana/tangerina",0
"6472","Plantago","leiocarpa/tachibana/tangerina",0
"6473","Platanus","leiocarpa/tachibana/tangerina",0
"6474","Pleurophyllum","leiocarpa/tachibana/tangerina",0
"6475","Pleuropterus","leiocarpa/tachibana/tangerina",0
"6476","Poa","leiocarpa/tachibana/tangerina",0
"6477","Polygala","leiocarpa/tachibana/tangerina",0
"6478","Potentilla","leiocarpa/tachibana/tangerina",0
"6479","Primula","leiocarpa/tachibana/tangerina",0
"6480","Pritzelago","leiocarpa/tachibana/tangerina",0
"6481","Prunella","leiocarpa/tachibana/tangerina",0
"6482","Prunus","leiocarpa/tachibana/tangerina",0
"6483","Pseudopanax","leiocarpa/tachibana/tangerina",0
"6484","Pulmonaria","leiocarpa/tachibana/tangerina",0
"6485","Quercus","leiocarpa/tachibana/tangerina",0
"6486","Ranunculus","leiocarpa/tachibana/tangerina",0
"6487","Raphanus","leiocarpa/tachibana/tangerina",0
"6488","Rhinanthus","leiocarpa/tachibana/tangerina",0
"6489","Robinia","leiocarpa/tachibana/tangerina",0
"6490","Rosa","leiocarpa/tachibana/tangerina",0
"6491","Rubus","leiocarpa/tachibana/tangerina",0
"6492","Salix","leiocarpa/tachibana/tangerina",0
"6493","Sambucus","leiocarpa/tachibana/tangerina",0
"6494","Schinus","leiocarpa/tachibana/tangerina",0
"6495","Scrophularia","leiocarpa/tachibana/tangerina",0
"6496","Secale","leiocarpa/tachibana/tangerina",0
"6497","Sideritis","leiocarpa/tachibana/tangerina",0
"6498","Silybum","leiocarpa/tachibana/tangerina",0
"6499","Sisymbrium","leiocarpa/tachibana/tangerina",0
"6500","Smithiantha","leiocarpa/tachibana/tangerina",0
"6501","Solanum","leiocarpa/tachibana/tangerina",0
"6502","Spartina","leiocarpa/tachibana/tangerina",0
"6503","Spondias","leiocarpa/tachibana/tangerina",0
"6504","Stellaria","leiocarpa/tachibana/tangerina",0
"6505","Styphelia","leiocarpa/tachibana/tangerina",0
"6506","Symphytum","leiocarpa/tachibana/tangerina",0
"6507","Taraxacum","leiocarpa/tachibana/tangerina",0
"6508","Teucrium","leiocarpa/tachibana/tangerina",0
"6509","Thymus","leiocarpa/tachibana/tangerina",0
"6510","Tornabenea","leiocarpa/tachibana/tangerina",0
"6511","Tragopogon","leiocarpa/tachibana/tangerina",0
"6512","Trifolium","leiocarpa/tachibana/tangerina",0
"6513","Tripleurospermum","leiocarpa/tachibana/tangerina",0
"6514","Triticum","leiocarpa/tachibana/tangerina",0
"6515","Ulex","leiocarpa/tachibana/tangerina",0
"6516","Urtica","leiocarpa/tachibana/tangerina",0
"6517","Vaccinium","leiocarpa/tachibana/tangerina",0
"6518","Veronica","leiocarpa/tachibana/tangerina",0
"6519","Vicia","leiocarpa/tachibana/tangerina",0
"6520","Viola","leiocarpa/tachibana/tangerina",0
"6521","Abelmoschus","longifolia",0
"6522","Achillea","longifolia",0
"6523","Aciphylla","longifolia",0
"6524","Aconitum","longifolia",0
"6525","Actinidia","longifolia",0
"6526","Adolphia","longifolia",0
"6527","Aegilops","longifolia",0
"6528","Agrostis","longifolia",0
"6529","Ajuga","longifolia",0
"6530","Allium","longifolia",0
"6531","Alnus","longifolia",0
"6532","Anagallis","longifolia",0
"6533","Anaphalioides","longifolia",0
"6534","Anemone","longifolia",0
"6535","Anthoxanthum","longifolia",0
"6536","Anthyllis","longifolia",0
"6537","Arabis","longifolia",0
"6538","Arenaria","longifolia",0
"6539","Arrhenatherum","longifolia",0
"6540","Asparagus","longifolia",0
"6541","Bellis","longifolia",0
"6542","Betula","longifolia",0
"6543","Brachypodium","longifolia",0
"6544","Brandisia","longifolia",0
"6545","Brassica","longifolia",0
"6546","Caltha","longifolia",0
"6547","Cardamine","longifolia",0
"6548","Carduus","longifolia",0
"6549","Carex","longifolia",0
"6550","Castanea","longifolia",0
"6551","Chaerophyllum","longifolia",0
"6552","Chrysosplenium","longifolia",0
"6553","Cicer","longifolia",0
"6554","Cirsium","longifolia",0
"6555","Citrus","longifolia",0
"6556","Clematis","longifolia",0
"6557","Clinopodium","longifolia",0
"6558","Colocasia","longifolia",0
"6559","Conium","longifolia",0
"6560","Coptidium","longifolia",0
"6561","Crataegus","longifolia",0
"6562","Crepis","longifolia",0
"6563","Cucumis","longifolia",0
"6564","Daboecia","longifolia",0
"6565","Dactylis","longifolia",0
"6566","Digitalis","longifolia",0
"6567","Dioscorea","longifolia",0
"6568","Dracophyllum","longifolia",0
"6569","Echium","longifolia",0
"6570","Erica","longifolia",0
"6571","Erucastrum","longifolia",0
"6572","Eryngium","longifolia",0
"6573","Erysimum","longifolia",0
"6574","Erythronium","longifolia",0
"6575","Eucalyptus","longifolia",0
"6576","Fagus","longifolia",0
"6577","Festuca","longifolia",0
"6578","Fuscospora","longifolia",0
"6579","Gaylussacia","longifolia",0
"6580","Genista","longifolia",0
"6581","Gentiana","longifolia",0
"6582","Geranium","longifolia",0
"6583","Gingidia","longifolia",0
"6584","Glandora","longifolia",0
"6585","Globularia","longifolia",0
"6586","Glycine","longifolia",0
"6587","Gossypium","longifolia",0
"6588","Helianthemum","longifolia",0
"6589","Helleborus","longifolia",0
"6590","Heritiera","longifolia",0
"6591","Hieracium","longifolia",0
"6592","Hippocrepis","longifolia",0
"6593","Holcus","longifolia",0
"6594","Horkeliella","longifolia",0
"6595","Hypericum","longifolia",0
"6596","Hypochaeris","longifolia",0
"6597","Iberis","longifolia",0
"6598","Ilex","longifolia",0
"6599","Jasione","longifolia",0
"6600","Juglans","longifolia",0
"6601","Lamium","longifolia",0
"6602","Lathraea","longifolia",0
"6603","Lathyrus","longifolia",0
"6604","Leontodon","longifolia",0
"6605","Leptospermum","longifolia",0
"6606","Leucanthemum","longifolia",0
"6607","Linaria","longifolia",0
"6608","Linum","longifolia",0
"6609","Liriodendron","longifolia",0
"6610","Lithodora","longifolia",0
"6611","Lolium","longifolia",0
"6612","Lotus","longifolia",0
"6613","Macadamia","longifolia",0
"6614","Megalachne","longifolia",0
"6615","Melampyrum","longifolia",0
"6616","Molinia","longifolia",0
"6617","Morus","longifolia",0
"6618","Muehlenbeckia","longifolia",0
"6619","Musa","longifolia",0
"6620","Myosotis","longifolia",0
"6621","Narcissus","longifolia",0
"6622","Nuttallanthus","longifolia",0
"6623","Olearia","longifolia",0
"6624","Oxalis","longifolia",0
"6625","Ozothamnus","longifolia",0
"6626","Packera","longifolia",0
"6627","Paederota","longifolia",0
"6628","Parietaria","longifolia",0
"6629","Pedicularis","longifolia",0
"6630","Petroselinum","longifolia",0
"6631","Picnomon","longifolia",0
"6632","Pilosella","longifolia",0
"6633","Pimelea","longifolia",0
"6634","Pinguicula","longifolia",0
"6635","Plantago","longifolia",0
"6636","Platanus","longifolia",0
"6637","Pleurophyllum","longifolia",0
"6638","Pleuropterus","longifolia",0
"6639","Poa","longifolia",0
"6640","Polygala","longifolia",0
"6641","Potentilla","longifolia",0
"6642","Primula","longifolia",0
"6643","Pritzelago","longifolia",0
"6644","Prunella","longifolia",0
"6645","Prunus","longifolia",0
"6646","Pseudopanax","longifolia",0
"6648","Quercus","longifolia",0
"6649","Ranunculus","longifolia",0
"6650","Raphanus","longifolia",0
"6651","Rhinanthus","longifolia",0
"6652","Robinia","longifolia",0
"6653","Rosa","longifolia",0
"6654","Rubus","longifolia",0
"6655","Salix","longifolia",0
"6656","Sambucus","longifolia",0
"6657","Schinus","longifolia",0
"6658","Scrophularia","longifolia",0
"6659","Secale","longifolia",0
"6660","Sideritis","longifolia",0
"6661","Silybum","longifolia",0
"6662","Sisymbrium","longifolia",0
"6663","Smithiantha","longifolia",0
"6664","Solanum","longifolia",0
"6665","Spartina","longifolia",0
"6666","Spondias","longifolia",0
"6667","Stellaria","longifolia",0
"6668","Styphelia","longifolia",0
"6669","Symphytum","longifolia",0
"6670","Taraxacum","longifolia",0
"6671","Teucrium","longifolia",0
"6672","Thymus","longifolia",0
"6673","Tornabenea","longifolia",0
"6674","Tragopogon","longifolia",0
"6675","Trifolium","longifolia",0
"6676","Tripleurospermum","longifolia",0
"6677","Triticum","longifolia",0
"6678","Ulex","longifolia",0
"6679","Urtica","longifolia",0
"6680","Vaccinium","longifolia",0
"6681","Veronica","longifolia",0
"6682","Vicia","longifolia",0
"6683","Viola","longifolia",0
"6684","Abelmoschus","maculatum",0
"6685","Achillea","maculatum",0
"6686","Aciphylla","maculatum",0
"6687","Aconitum","maculatum",0
"6688","Actinidia","maculatum",0
"6689","Adolphia","maculatum",0
"6690","Aegilops","maculatum",0
"6691","Agrostis","maculatum",0
"6692","Ajuga","maculatum",0
"6693","Allium","maculatum",0
"6694","Alnus","maculatum",0
"6695","Anagallis","maculatum",0
"6696","Anaphalioides","maculatum",0
"6697","Anemone","maculatum",0
"6698","Anthoxanthum","maculatum",0
"6699","Anthyllis","maculatum",0
"6700","Arabis","maculatum",0
"6701","Arenaria","maculatum",0
"6702","Arrhenatherum","maculatum",0
"6703","Asparagus","maculatum",0
"6704","Bellis","maculatum",0
"6705","Betula","maculatum",0
"6706","Brachypodium","maculatum",0
"6707","Brandisia","maculatum",0
"6708","Brassica","maculatum",0
"6709","Caltha","maculatum",0
"6710","Cardamine","maculatum",0
"6711","Carduus","maculatum",0
"6712","Carex","maculatum",0
"6713","Castanea","maculatum",0
"6714","Chaerophyllum","maculatum",0
"6715","Chrysosplenium","maculatum",0
"6716","Cicer","maculatum",0
"6717","Cirsium","maculatum",0
"6718","Citrus","maculatum",0
"6719","Clematis","maculatum",0
"6720","Clinopodium","maculatum",0
"6721","Colocasia","maculatum",0
"6723","Coptidium","maculatum",0
"6724","Crataegus","maculatum",0
"6725","Crepis","maculatum",0
"6726","Cucumis","maculatum",0
"6727","Daboecia","maculatum",0
"6728","Dactylis","maculatum",0
"6729","Digitalis","maculatum",0
"6730","Dioscorea","maculatum",0
"6731","Dracophyllum","maculatum",0
"6732","Echium","maculatum",0
"6733","Erica","maculatum",0
"6734","Erucastrum","maculatum",0
"6735","Eryngium","maculatum",0
"6736","Erysimum","maculatum",0
"6737","Erythronium","maculatum",0
"6738","Eucalyptus","maculatum",0
"6739","Fagus","maculatum",0
"6740","Festuca","maculatum",0
